state,local,mean,sd,q025,q05,q25,q50,q75,q95,q975
Ekiti,Gbonyin,54204.877,4540.190632,46012.55,47272.95,51141,53960,56982,62035.05,63930.125
Ekiti,Ido-Osi,104046.4922,10080.33222,86071.075,88738.7,97319,103350.5,109964.5,121601.2,126136.275
Ekiti,Ijero,97372.6132,9086.190609,80867.575,83417.65,91242.5,96819.5,102842.5,113284,117061.325
Ekiti,Ikere,118796.6054,12902.20768,95702.675,99222.55,110048.5,117922,126515.5,141219.15,146924.5
Ekiti,Ikole,93072.6771,8343.078951,78028.75,80345.95,87273.5,92641,98103,107387.05,111029.15
Ekiti,Ilejemeje,18605.5802,1841.530167,15320.95,15837.75,17343.75,18469,19706.25,21815.05,22606
Ekiti,Irepodun/Ifelodun,114511.6766,10061.826,96371.2,99061.95,107778.5,113899.5,120484.5,132233.25,136246.375
Ekiti,Ise/Orun,47214.655,3906.212888,40154.825,41210.85,44574,46979,49596.25,53984.35,55648.15
Ekiti,Moba,74520.1225,7374.461496,61212.5,63196.75,69539.5,74053.5,78907,87473.5,90695.05
Ekiti,Oye,92771.7282,8461.064823,77696.425,79953,87022,92229,97788.25,107604.1,111470.75
Enugu,Aninri,161465.5956,17272.87212,134087.725,137690.35,149775.75,159089.5,170864.25,192948.65,202304.875
Enugu,Awgu,225571.229,23013.56415,188036.625,193303.5,210154,222851.5,238163.75,266356.95,279685.35
Enugu,Enugu East,361260.2275,42851.86993,297946.3,306295.15,333697,353978.5,379884.5,440932.2,469116.175
Enugu,Enugu North,339066.2077,37031.35002,280318.825,288614.7,314853,334108,357040.75,406860.45,427096.275
Enugu,Enugu South,239491.526,30041.67885,193818.775,200184.2,220040.25,234861,252772,294430.1,314735.875
Enugu,Ezeagu,261505.5528,29109.22843,214663.875,220773.9,241858.5,257757.5,277485,313888.1,330096.35
Enugu,Igbo-Etiti,175492.1919,17232.02512,149028.4,152322.35,163621.5,173163.5,184569,207180.2,216946.05
Enugu,Igbo-Eze-North,367031.8919,40995.93192,301766,310187.75,338445.25,361902.5,389900.5,441733.2,461788.15
Enugu,Igbo-Eze-South,207373.1824,19771.96414,175651.05,179843.35,193862,205196.5,218210.5,242456.95,252873.075
Enugu,Isi-Uzo,151625.3278,17792.81669,126891.675,129546.05,139498,148046,159865.25,186234.05,196911.8
Enugu,Nkanu East,190733.6255,23057.05017,154036.375,158912.75,174442.75,187787.5,203623.5,233178.05,244258.875
Enugu,Nkanu West,171620.8203,19679.78854,139118.9,143663.8,158037.25,169408,182872.25,206967.2,216773.25
Enugu,Nsukka,547165.716,51950.47012,464258.525,476865.05,511873.5,539931,573763.5,639584.4,672152.025
Enugu,Oji-River,184667.7685,19819.00744,152487.775,157153.3,171134,182041,195543.5,220530.35,231498.65
Enugu,Udenu,261044.9136,25922.71707,219712.325,225374.45,243358,257575,275016.5,308408.05,322793.5
Enugu,Udi,431950.8946,46234.24439,356529.625,367292.95,400393.25,426668.5,456886.75,514606.25,539292
Enugu,Uzo-Uwani,128110.7499,12298.01105,108749.95,111394.55,120017.75,126621.5,133992,149788.1,156768.6
"Fct, Abuja",Abaji,177069.2484,26947.68418,131709.425,138105,158051.75,174337.5,192499,225382.1,237255.075
"Fct, Abuja",Bwari,988710.5052,111652.0466,794754.825,821742.55,910515.75,979601,1058613.25,1183295.3,1226942.725
"Fct, Abuja",Gwagwalada,578613.9609,71321.59492,456864.55,472675.8,527834.75,572428.5,623010.75,704612.8,735850.4
"Fct, Abuja",Kuje,343366.4385,40562.97359,270794.575,281543.6,315360.75,340495.5,368588,414918.45,430365.25
"Fct, Abuja",Kwali,259087.7541,34918.63374,198964.3,207966.2,234667.5,256199,280643.5,320136.25,336133.425
"Fct, Abuja",Municipal Area Council,2228878.367,175478.906,1904237.25,1953308.1,2109070.75,2220862,2343259.75,2530369.55,2591987.575
Gombe,Akko,935913.7801,80036.3269,784400.075,807054.9,881407.75,934125,988032.75,1068938.6,1098357.375
Gombe,Balanga,299104.6945,24778.57557,250201.5,258629.85,282586.25,299114.5,315363,339798.05,348050
Gombe,Billiri,214504.3966,18368.37339,176806.675,183481.9,202501.5,214962.5,226463,244487.75,250368.05
Gombe,Dukku,339014.3977,31232.02696,279311.7,288981.75,317732.25,338390,359217.25,391667.8,402614.025
Gombe,Funakaye,329826.5507,36562.43235,263303.375,273453,304803,327625.5,352554.25,392590.8,407264.275
Gombe,Gombe,454268.3087,55666.74992,352878.1,367225.3,416234.25,451414.5,489187.25,550615.35,571482.775
Gombe,Kaltungo,200028.4929,16275.6678,167786.525,172812.65,189442.25,200177,210506.5,226643.25,232354.075
Gombe,Kwami,390772.3691,37929.1613,320259.775,331426.35,364488.25,389147,414882.75,455217.6,470179.6
Gombe,Nafada,150334.7618,15284.30835,121970.375,126117.65,139839.5,149813,160062.75,176223.7,181853.675
Gombe,Shomgom,139247.1996,11827.93735,116140,119878.65,131325.5,139190,146992.25,158578.75,162783.025
Gombe,Yamaltu/Deba,589308.7006,55344.24689,486690.35,502084.5,551660.25,587564.5,624669.75,683254.65,703278.825
Imo,Aboh-Mbaise,276110.5711,31023.8879,226679.6,233567.95,254860.5,271846.5,292999,333428.65,349853.9
Imo,Ahiazu-Mbaise,223924.7516,25583.20499,182483.75,188361.55,206457.75,220635.5,237995.75,270417.7,284227.6
Imo,Ehime -Mbano,173081.1768,20127.99727,139819.95,144499.5,159191.75,171028,184322.5,208944.75,219763.075
Imo,Ezinihitte,208995.381,23887.45317,170887.85,175908.85,192443.75,205777,221926,252510.9,265107.275
Imo,Ideato North,268335.3837,29431.81252,220863.2,227679.95,248378.5,264441.5,284448,321709.75,337814.975
Imo,Ideato South,84248.5746,9654.793906,68493.85,70749.9,77611,83092,89643.25,101907.3,106758
Imo,Ihitte/Uboma,90473.9294,10391.90724,73457.475,75817.55,83360,89250,96331.25,109290.3,114844.175
Imo,Ikeduru,238683.0087,28403.45245,192362.625,198899.9,218783.75,235228,254537.5,291002.85,304063
Imo,Isiala Mbano,273086.9648,31400.67573,221992.925,228799.8,251694.25,269427,290573,330146.4,345135.35
Imo,Isu,148790.5756,16524.67506,122695.7,126039.55,137371.5,146606,157741,178926.6,188268.675
Imo,Mbatoli,338146.7195,36819.44182,279942.725,287874.55,313095.25,333064,357590.5,405021.5,427729.35
Imo,Ngor-Okpala,284408.1235,30238.30902,236452.525,242886.2,263767.75,280229.5,300604.5,339382.8,357746.2
Imo,Njaba,186767.8616,20805.94964,153917.575,158630,172656.5,183873.5,197810.5,224702.4,237354.575
Imo,Nkwerre,74119.3522,8477.556357,60944.275,62801.95,68505.75,72938.5,78278.25,89401.05,94685.25
Imo,Nwangele,133619.7394,15705.95586,108110.65,111522.8,122779.5,131696.5,142311.25,162306.65,169886.55
Imo,Obowo,164224.8022,17695.41429,135735.65,139869.85,152214.75,162015.5,173728.5,196093.8,207245.05
Imo,Oguta,111097.1133,12389.24238,92494.9,94907,102861.25,109245,116910,133660.45,141707.525
Imo,Ohaji/Egbema,290097.572,33511.97139,240184.475,247115.85,268144.75,284355,305502.5,352542.35,372600.375
Imo,Okigwe,191762.7963,20061.83141,159438.525,163571.05,178083.25,189228.5,202743.25,228126.6,239565.825
Imo,Onuimo,85208.5919,11257.99003,67054.975,69421.5,77191,83829.5,91604.75,105695.55,111400.1
Imo,Orlu,282036.539,31108.10888,234780.15,241551.8,261638.5,277029.5,296432.5,339249.2,359758.275
Imo,Orsu,153574.4035,17196.20157,127108.6,130663.45,141956.25,150894,162122.5,185083.15,196034.425
Imo,Oru East,199710.6645,23013.24725,163107.675,167704.7,183766.5,196755,212468.5,241762.2,253048.175
Imo,Oru West,215039.0734,24750.29512,176434.45,181298.45,197966.25,211455.5,228360.25,260992.65,273866.575
Imo,Owerri Municipal,301253.1949,34659.26733,247188.125,254769.8,279014,296009,317133,365934.75,385055.75
Imo,Owerri North,382490.7792,49702.04125,308417.7,319409.15,350809.5,374324.5,403721,474780.5,509761.525
Imo,Owerri West,371227.4553,44874.22434,303985.725,313425.95,342437.25,363907,390525,454023,484182.35
Jigawa,Auyo,126972.7084,11249.55087,106828.725,109917.7,119205.75,126335,133951.75,146503.05,150697.775
Jigawa,Babura,292349.6481,29424.36712,239389.625,247436.45,272167.25,290507,310357.5,343166.85,354800.6
Jigawa,Biriniwa,194579.1487,17008.17088,163441.975,168330,183044.5,193662.5,205226.5,223677.55,231134.325
Jigawa,Birnin Kudu,610434.632,49339.66001,520362.825,533753.95,577147.25,607631.5,641262.25,693326.2,713388.55
Jigawa,Buji,209868.8193,18723.8566,175810.5,180894.1,197090.75,208843,221629,241611.5,249262.575
Jigawa,Dutse,455703.5522,40799.66667,381176.1,391678.55,427845,453770.5,481599,525043.3,540581.775
Jigawa,Gagarawa,85518.293,7262.912653,72444.525,74327.95,80540.5,85060,90078.5,97948.05,100637.575
Jigawa,Garki,242758.6711,23366.91311,200434.975,206979.35,226788.75,241111.5,257223.25,283106.65,291826.625
Jigawa,Gumel,112548.5858,9017.628733,95984.5,98472.9,106318,112244,118330.5,127931.1,131352.675
Jigawa,Guri,140950.1207,11902.22081,119216.45,122445.65,132871,140323,148295.25,161088.05,166097.35
Jigawa,Gwaram,586674.0992,47337.29879,499157.725,512468.9,554675.5,584610,616420,667296.1,684873.3
Jigawa,Gwiwa,114458.8604,11669.59733,93612.625,96596.55,106508.75,113724.5,121726,134585.2,139300.6
Jigawa,Hadejia,124707.4047,16809.02345,95052.275,99375.3,112760.5,123479,135171.25,154645,161233.05
Jigawa,Jahun,305288.5155,25311.72548,258802.95,266021,288179,304134,320991.75,348712.8,358538.375
Jigawa,Kafin Hausa,311498.0716,25777.41286,263941.3,271422.55,294081.5,310131.5,327573.25,355123.55,366673.4
Jigawa,Kaugama,167393.9304,13400.43378,143089.9,146832.95,158382.5,166652,175752,190343.3,195769.275
Jigawa,Kazaure,152487.6632,14925.27221,125099.9,129361.5,142233.5,151676,161977.25,178286.45,183708.6
Jigawa,Kiri Kasama,159586.6878,14790.70174,132987.65,136774.85,149531.5,158669.5,168721.25,185032,190588.775
Jigawa,Kiyawa,323016.6781,28886.28286,270227.45,278367.15,303368.25,321314,341317,373073.9,383616.175
Jigawa,Maigatari,170040.4579,14231.56678,144259.55,148143.95,160340.25,169322.5,179074,194245.35,200217.775
Jigawa,Malam Madori,210825.6837,15389.37857,182514.025,186805,200269.75,210024.5,220583.5,237224,243240.825
Jigawa,Miga,153992.9421,13422.13061,129448.725,133374.7,144619.5,153317,162282.25,177108.85,182142.575
Jigawa,Ringim,310159.1587,24722.03775,264799.5,272211.55,293366.75,308946,325577.5,352589.25,361870.125
Jigawa,Roni,116820.1475,10611.33792,97446.975,100323.95,109543.25,116216.5,123425.25,135108.1,138838.8
Jigawa,Sule Tankarkar,247206.5792,23640.77736,204690.425,211346.75,231017,245581,261967.75,287898.55,297833.525
Jigawa,Taura,176627.3845,16669.17685,146781.775,151153.5,165244.75,175801.5,186709,204893.05,211671.95
Jigawa,Yankwashi,74480.0244,7264.275883,61271.95,63300.9,69447.5,74061,78982.5,87052.4,89906.15
Kaduna,Birnin Gwari,474985.2103,79113.82718,342011.525,359554.9,419565.5,468145,521192.5,616567.25,653385.225
Kaduna,Chikun,1007131.75,108275.2453,810212.4,839470.95,931905.75,1001115,1077049.5,1193342,1239302.175
Kaduna,Giwa,466525.2121,40770.53079,390197.525,403153.75,439134.25,464417,492022.5,536335.5,552754.1
Kaduna,Igabi,1220428.277,139285.7306,967814.15,1006228.1,1124611.75,1212574,1308173,1461726.1,1517629.2
Kaduna,Ikara,404263.6972,58956.50428,303230.575,317193.2,363533,399395,439228.25,508425.4,533448.525
Kaduna,Jaba,116805.019,12520.0243,94408.375,97858.3,108039,116082.5,124631.5,138558.3,143833.775
Kaduna,Jema'A,332830.3676,43507.55967,255071.075,266639.9,302860.25,330786,359602,408173.85,424681.825
Kaduna,Kachia,390823.3026,51837.72004,297489.3,310826.35,354818.25,387865,423281.5,481333.9,502193.9
Kaduna,Kaduna North,458749.9898,63684.19076,346624.525,362091.9,413807.75,453629.5,498428.75,570681.5,595786.275
Kaduna,Kaduna South,458974.3864,75544.86908,333214.55,350777.05,405673,451786.5,503189.25,593442.15,630333.975
Kaduna,Kagarko,406114.1977,60462.34781,302971.475,316378.6,363904.75,400230,442816.25,515275.25,539910.95
Kaduna,Kajuru,224064.4858,23077.89148,182424.875,188598.5,208270.75,222721.5,238682.5,264250.8,272825.6
Kaduna,Kaura,180577.6683,26483.45729,135528.15,141571.75,162164,178383,196150,227703.15,239170.25
Kaduna,Kauru,416851.0703,62705.44736,310282.075,326183.55,373104.75,411359.5,453992.75,528067.35,556956.475
Kaduna,Kubau,646887.8933,85307.98032,495027.5,516231.9,588400.75,642096,700413.75,791852.15,833204.35
Kaduna,Kudan,224391.2703,20629.81639,186610.95,192515.4,209964.5,223391,237678.25,260208.2,267552.775
Kaduna,Lere,651109.1893,75131.2511,515249.95,535545,598845.5,646130,699131,779659.4,810161.65
Kaduna,Makarfi,281645.4344,24014.85997,237508.35,243963.35,265100.5,280353,297087,323087.5,332385.825
Kaduna,Sabon Gari,475666.8109,66617.23921,360364.95,377063,429088.75,470230.5,516087.75,592864.85,622987.525
Kaduna,Sanga,274783.0456,47616.66433,194676.45,205892.8,242393.75,269927.5,302258,359505.3,381703.225
Kaduna,Soba,564983.1022,73824.40788,436823.575,454008.65,514305.5,559499,610176.5,693513.9,723755.975
Kaduna,Zangon Kataf,398222.6804,61984.58368,295587.6,308907.4,354992.5,391579,435272,506527.7,535031.5
Kaduna,Zaria,772390.1543,97104.96965,602307.5,624528.7,704430.25,765253.5,832668.5,942157.75,983129.425
Kano,Ajingi,276932.5058,34713.54015,217819.65,225281.7,252478.25,273848.5,298159.75,338025.1,352419.775
Kano,Albasu,323025.1613,65394.4894,214646.25,228630,277730.75,315851,360741.25,441179.3,469850.375
Kano,Bagwai,359349.0417,77068.12731,234176.725,250291.45,306042.75,351005.5,402689.75,497514.15,537585.575
Kano,Bebeji,360339.0854,54393.11244,263154.775,277118.35,322089,357420,393581.75,453849.55,476950.05
Kano,Bichi,523941.0144,57984.8825,422884.325,436772.7,483575.25,519066.5,559226.75,625110.65,649576.975
Kano,Bunkure,318447.8395,55828.3014,226895.375,239135.15,279203,312403.5,351388.5,418295.5,444394.85
Kano,Dala,462122.1868,67313.50564,347435.325,362976.3,415169.75,455252.5,502420.25,583153.25,613126
Kano,Dambatta,456214.9896,84473.85055,309613,330100.25,397909.75,449367.5,506478,602045.4,642296.975
Kano,Dawakin Kudu,482492.7256,41225.49225,407305.575,417517.95,454068,480061,509552,553255.45,568340.025
Kano,Dawakin Tofa,461797.8838,73408.55289,337464.825,353990,410634.5,454952.5,505357.75,593481,626086.75
Kano,Doguwa,333952.8999,30557.25259,277547.125,285963.45,312882,332730,353492.75,386263.05,397631.275
Kano,Fagge,361747.5107,51130.39215,273831.9,285766.55,325166.25,358250,393098.75,451512.3,472844.25
Kano,Gabasawa,354134.7536,66756.32493,237786,254920.85,307549.25,349174,394643,469541.6,502950.175
Kano,Garko,222852.5972,38424.6021,156493.225,165358.9,195834.5,219581,245841.75,290620.3,307126.35
Kano,Garun Malam,179011.7635,16194.99815,149595.35,153755.35,167701.5,178157,189499.25,206712.75,212663.9
Kano,Gaya,371564.2287,68671.96056,253915,270094.6,323773.25,364925.5,413094.25,493062.7,523079.775
Kano,Gezawa,417867.674,60560.04295,310387.6,325172.65,375755,413515.5,456647.75,522132.5,545493.9
Kano,Gwale,721147.4592,110859.8505,529225.275,555700.25,644371,711542.5,787087.75,916793.05,960257.25
Kano,Gwarzo,424081.5392,70088.1971,305155.975,320947.95,375371.75,417526,465375.75,549580.35,578754.025
Kano,Kabo,241586.4262,22731.84639,199884.3,205945.4,225800,240392.5,256368,281127.6,288459.15
Kano,Kano Municipal,376315.5439,56692.6337,275577.475,290572,337651,372118,410239,475831.05,503839.075
Kano,Karaye,286990.8838,51034.26201,201788.325,213370.9,251408.5,281694.5,316708.75,376897.4,402269.325
Kano,Kibiya,262361.1283,28623.35706,211842.775,218814.85,242449,260206.5,280338.75,312316.65,324111.175
Kano,Kiru,464792.7796,71953.13561,344651.5,360240.65,414908.75,457650,505490.5,597189.25,629459.25
Kano,Kumbotso,1149198.838,163555.2143,856311.675,899411.9,1035717.5,1139371,1250922.75,1435006.4,1496749.525
Kano,Kunchi,220283.8613,47564.20775,143777.075,153276.95,186830.5,214947,246716,305851.8,330239.675
Kano,Kura,247845.6722,23601.89963,205685.7,211486.15,231410.75,246513,263063,289012.3,297552.425
Kano,Madobi,259152.6724,44143.85663,184140.7,194878.7,228643,254890,285299.5,336205.2,357190.175
Kano,Makoda,188880.2074,35279.68519,128156.225,136418.95,164358.5,185733.5,210530,250545.55,266899.425
Kano,Minjibir,380687.9762,70315.98993,260354.225,277583.1,331645.75,374201,422607.75,506880.85,537772.525
Kano,Nassarawa,945920.9219,162101.209,677170.375,710415.1,831331,929899.5,1039712.5,1245277.7,1306138.125
Kano,Rano,283340.6725,24312.21304,238984.725,245298.15,266471.5,281898.5,298751.75,325579.05,334568.5
Kano,Rimin Gado,185071.1529,18700.40131,151623.9,156255.95,172213.75,183905.5,196880.5,217627.3,224732.125
Kano,Rogo,507938.4711,86312.2763,359618.925,378148.4,447562.75,501094.5,561204,661028.3,694419.825
Kano,Shanono,284920.9065,54732.83645,195127.725,206895.85,246668.75,279025,316223.25,384143.65,410129.4
Kano,Sumaila,607179.0065,64020.72627,493667.05,509114.35,562762.25,602428,647705.25,718756.35,743074.05
Kano,Takai,491379.6954,53790.20981,396508.15,409472.4,454480,487195.5,524984.75,584677.25,606711.4
Kano,Tarauni,338955.432,52546.20587,249142.925,260962.55,300883.25,334909,372123,431620.2,453003.45
Kano,Tofa,195611.8188,33468.1742,136711.75,144955.3,172345,193317.5,216220.5,253870.7,268654.05
Kano,Tsanyawa,267923.7945,38102.62193,204738.1,212726.55,240989,264395.5,290324,335830.4,352921.975
Kano,Tudun Wada,525175.1699,46532.25591,440483.3,451859.05,492667.75,522645.5,554952,605981.85,623095.525
Kano,Ungogo,1066936.835,136400.7169,822087.025,855726.35,975333.5,1059767,1150444,1300673.5,1358233.05
Kano,Warawa,151588.1189,15539.47572,123806.2,127827.8,140778,150520.5,161299.5,178692.2,184667.1
Kano,Wudil,278914.1272,41122.65472,206710.625,217161.55,250463,276474.5,304454.25,350628,367704.05
Katsina,Bakori,352934.6742,32645.86619,292917.675,302246.7,330658.5,351414,373345.75,409520.15,421606.5
Katsina,Batagarawa,314631.0032,25094.61095,268370.35,275761.85,297762.5,313432,330606,357497.05,367572.675
Katsina,Batsari,282106.9755,23446.31118,239408.75,246037.05,266189.5,280956.5,296682.5,322084.5,331568.15
Katsina,Baure,268778.3606,25139.421,222502.4,229894.9,251694,267217,284701.5,312257.7,321613.575
Katsina,Bindawa,237787.5163,20101.89958,201102,206704.75,224133.25,236631,250573.25,271920.5,280271.175
Katsina,Charanchi,229896.8395,18819.36392,195506.625,200897.75,217173.75,228964,241772.25,262126.35,269405.575
Katsina,Dan Musa,200305.6004,16877.42878,169529.65,174089.35,188762,199507.5,210905.25,229047.8,235494.7
Katsina,Dandume,261563.7162,21234.60098,222644.125,228603.05,247019.75,260485.5,274787.5,297716.4,306571.125
Katsina,Danja,277988.6887,21946.4733,237684.725,243888.7,262947.75,277028.5,291822,315528.85,323641.825
Katsina,Daura,205863.8089,21739.39824,166730.3,172083,190604.25,204610,219713.75,243260.35,251922.725
Katsina,Dutsi,134070.026,13155.67275,110548.7,113979.7,125103.75,133173,142214.5,156364.55,162238.75
Katsina,Dutsin Ma,279583.1134,21421.59813,240038.675,246310.7,264858.75,278618.5,293197.5,316236.45,323716.125
Katsina,Faskari,328460.0918,29440.2494,275054.4,283130.55,308474,326767,346877.5,378748.2,390710.15
Katsina,Funtua,426088.2526,40485.70065,353566.375,363119.3,397847,423970.5,452054,494986.3,512077.825
Katsina,Ingawa,229353.266,20628.69682,191959.45,197555.95,215269.5,228162.5,242347.25,264633,272102.5
Katsina,Jibia,346783.3316,27393.13426,296699.425,304355.55,328094.5,345540.5,363850.25,394033.5,403671.025
Katsina,Kafur,412990.0259,38196.97616,343727.55,354221.7,386970.75,410890,436605.25,479014.85,495256.95
Katsina,Kaita,260208.5419,23229.42596,218013.475,224491.4,244549.25,258808.5,274798.25,299875.75,309553.325
Katsina,Kankara,378098.1806,34978.909,314112.55,323895.3,354461.5,376201,399981,438051.45,452694.55
Katsina,Kankia,242874.8228,20257.57757,205822.625,211273.4,228999.75,241827,255649.75,277191.95,285477.7
Katsina,Katsina,726342.7523,75067.43911,590144.425,611256.45,673617,722533.5,773269.25,856972.4,886006.55
Katsina,Kurfi,207501.6711,18038.60423,174790.625,179755.4,195109.5,206565.5,218926,238266.45,245785.6
Katsina,Kusada,136305.3027,12353.73598,113870.85,117233.95,127916.75,135608.5,144130,157109.9,162581.775
Katsina,Mai'Adua,215562.9147,21378.8448,176740.625,182682.85,201033,214302,228862.75,252346.2,261633.1
Katsina,Malumfashi,469105.7242,43834.80001,389083.55,401026.85,439098.25,466926.5,496840.5,544661.6,561054.5
Katsina,Mani,305630.4779,26043.42692,258067.8,265620.2,287783.25,304337,321941.75,350439.55,360086.25
Katsina,Mashi,323552.0104,30792.57979,267827.625,276628.4,302848.75,321398,342736.25,376572.35,389032.2
Katsina,Matazu,167934.1825,14231.85183,142165.2,145980.9,158205,167169,176961.25,192301.2,197853.675
Katsina,Musawa,240145.1741,20407.51107,202427.7,208461.95,226212.75,239254,252991.75,275066.6,282810.225
Katsina,Rimi,275675.1149,24625.76238,231540.8,238116.95,258769.25,274337,290656.5,317761.95,328863.175
Katsina,Sabuwa,171676.7725,15142.91382,144220.6,148399.85,161181.25,171000,181049.5,197672.35,203740.325
Katsina,Safana,251900.0684,20797.62598,214321.6,219746.7,237785.75,250871,264828.5,287274.85,295176.775
Katsina,Sandamu,113231.305,10485.63806,94181.725,97021.8,106144.25,112644,119787.75,131382.1,135251.125
Katsina,Zango,138426.5474,12088.03425,116577.525,119781,130246,137691.5,146236.75,159155.7,163899.05
Kebbi,Aleiro,84391.9586,8739.214131,68756.975,70892.75,78312.75,83940,89897.25,99543.4,103203.05
Kebbi,Arewa Dandi,273463.9082,29131.01769,220870.375,228074.4,252981.25,272024,292312.5,323495.1,333999.025
Kebbi,Argungu,283520.4231,43380.28166,209522.625,218663.35,253151.5,280074,309731.5,360425.65,381102.3
Kebbi,Augie,141947.1189,26525.89915,96805.6,103143.85,123589,139400,157560.5,189170.05,200743.65
Kebbi,Bagudu,452718.7645,67952.06234,332592.9,349749.75,405303.25,448272,495064.5,570268.05,597333.525
Kebbi,Birnin Kebbi,505030.5942,81493.45176,365337.475,384421.7,447955.75,497949,553611.75,650180.5,685277.875
Kebbi,Bunza,186217.7113,17858.83975,153605.9,158239.9,173760.75,185474,197572.75,216674.95,223740.8
Kebbi,Dandi,246106.2091,23683.01303,203034.95,208988.55,229426.25,245100.5,261508,286480.45,295390.825
Kebbi,Fakai,195033.1152,22330.08994,154999.9,160664.8,179324.75,193764.5,208814,233758.75,242294.325
Kebbi,Gwandu,246586.1358,25416.82643,200787.15,207101.85,228845,245457,262774.25,290449.25,300841.275
Kebbi,Jega,294483.5387,54574.32289,204896.15,216472.15,256737.75,288455.5,325951.5,393681.35,417559.875
Kebbi,Kalgo,125684.3763,12161.07025,103438.95,106766.1,117151,125292.5,133539.25,146481.7,151277.65
Kebbi,Koko-Besse,254121.3894,37815.19367,188955.65,197732.15,227564.5,251335.5,277275,321633.4,336325
Kebbi,Maiyama,212581.2926,43179.1178,138955.9,148965.85,181835.25,209137.5,239089.5,287992.15,307699.825
Kebbi,Ngaski,262505.6409,29384.39134,209635.3,216914,242049.75,260660,281002.5,313305.5,324302.6
Kebbi,Sakaba,169607.1668,33157.28389,116223.25,122704,146550.75,165721.5,188226,228768.2,245443.5
Kebbi,Shanga,291719.6285,52158.09839,206215.1,217247.05,255970.25,286609.5,321194.75,384566.25,409763.3
Kebbi,Suru,252223.4522,42056.81764,181334.625,190673.85,222869.75,248310.5,276669.75,327438.9,345930.225
Kebbi,Wasagu-Danko,513581.2088,62356.76187,402712.35,419377.8,469239.25,508979.5,554675,620976.25,644507.025
Kebbi,Yauri,175330.3546,20477.30657,138793.8,144007.55,160967.25,174026.5,188433.5,211024.85,218946.35
Kebbi,Zuru,312221.1095,47461.91549,230635.15,241670.3,279141.5,308119.5,340694.75,395942.1,417091.825
Kogi,Adavi,266140.6497,27739.55238,210754.525,221327.9,248928,265916,283701.25,311180.2,322174.95
Kogi,Ajaokuta,112273.3956,9542.078315,93712.675,97493.25,106309.75,111962,117816.75,128100.35,132139.25
Kogi,Ankpa,444378.3995,44659.98935,357166.85,372232,414527.75,444505.5,472872.75,518453.15,534894.425
Kogi,Bassa,117191.9569,10259.98398,97335.5,101041.9,110814.5,116965.5,123485.5,133905.1,138012.35
Kogi,Dekina,587329.1952,55704.41799,479570.6,498619.9,550976,586511,622932.5,679185.1,701935.975
Kogi,Ibaji,83586.5478,7109.566435,70393.075,72746.45,79202.25,83248,87741.25,95508.75,98554.125
Kogi,Idah,50812.9903,6411.882558,38320.725,40404.2,46631.25,50747,54870,61421.1,63905.1
Kogi,Igalamela-Odolu,234096.3362,21771.76448,191672.725,199073.35,220441.5,233948,247801.25,269756.5,278059.8
Kogi,Ijumu,114782.6208,10685.53294,93804.825,97468.6,107993.25,114570,121455.25,132572.9,136385.7
Kogi,Kabba/Bunu,158558.4488,15086.36074,129553.8,134317.8,149011,158309,167792.5,183786.9,189389.1
Kogi,Kogi,124897.3533,9830.478385,106083.75,109705.6,118940.75,124662,130549.25,140809.25,145316.975
Kogi,Lokoja,381279.6943,35680.72617,310435.375,323592.25,358943,381049,403343.75,440603.2,452701.075
Kogi,Mopa-Muro,57685.4574,5453.612643,47284.9,48947.95,54102,57538.5,61152.25,66775.25,68778.45
Kogi,Ofu,260568.5831,25479.84227,211018.475,220297.95,244078.5,260217.5,276914.25,302175.5,312012.125
Kogi,Ogori/Magongo,13419.8805,1501.110686,10604,11080.95,12442,13373,14341.5,15976.05,16561.175
Kogi,Okehi,49621.5058,4897.740481,40238.3,41962.85,46428,49487,52568.25,57928,59822.075
Kogi,Okene,154197.3567,16471.24789,121339.025,127398.95,143854,154123.5,164295,181150.1,187834.525
Kogi,Olamaboro,322887.0024,31005.89506,262098.3,273830.6,303410,322559.5,342019.5,373838,385422.375
Kogi,Omala,132182.5699,12314.65036,108104.425,112368.75,124122,132050.5,139968.75,152592.6,157143.225
Kogi,Yagba East,87928.9676,8086.97084,71864.925,75105.6,82735,87836.5,92955.5,101368.15,104278.15
Kogi,Yagba West,48021.7746,4415.761039,39313.85,40896.75,45194,47948.5,50759.25,55309.05,56999.025
Kwara,Asa,353225.6423,34992.25416,287151.475,298557.45,330875.25,352088,374480.25,411993.8,425390.95
Kwara,Baruten,556680.119,64789.91483,440466.175,465076.8,519567,551957,589300.5,662685.55,695401.35
Kwara,Edu,256902.1655,21697.46845,213892.35,221969.4,243542.75,256675.5,270031.5,292494.7,301126.825
Kwara,Ekiti,52181.681,5371.347189,41987,43585.95,48740,52036.5,55472,61171.2,63240.15
Kwara,Ifelodun,227430.462,20848.3725,189030.35,196430.4,214809.5,226346,238899,261447.75,270708.625
Kwara,Ilorin East,944763.6265,107679.5771,730941.05,767863.95,876333.75,945040.5,1010135,1121178.55,1165280.25
Kwara,Ilorin South,143269.7996,19466.10119,105691.775,112091.5,130547.75,142853,155225.25,176173.45,184075.475
Kwara,Ilorin West,621470.753,73385.7678,479496.125,503299.4,574967,620814.5,665999.5,743996.1,774232.375
